"","company","rating","salary","city","state","companysize","industy","statistics","machine learning","r","python","computer science","mathematics","engineering","data mining","economics","java","sas","physics","operations research","spark","clustering","hadoop","matlab","hive","expression","sql","algorithms","finance","scala","applied mathematics","time series","development","math","econometrics","c++","data science","regression","bayesian methods"
"376","Virta Health",5,"$105k-$156k","San Francisco","CA","51-200","Health Care Services & Hospitals",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"377","Black Knight Financial Services",2.9,"$63k-$81k","Glendale","CA","5001-10000","IT Services",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"378","Brunel",3.6,NA,"Netherlands","MO","10000+","Utilities",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"379","Astrum Solar",3.3,"$87k-$128k","Seattle","WA","201-500","Energy",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"380","Navigator Management Partners",4.4,NA,"National","WV","51-200","Consulting",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"381","Deloitte",3.8,"$120k-$179k","Lexington Park","MD","10000+",NA,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"382","Google",4.4,"$115k-$167k","New York","NY","10000+","Internet",0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"383","Avanade",3.6,"$97k-$144k","Hartford","CT","10000+","IT Services",1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
"384","Supercell",4.4,"$98k-$138k","San Francisco","CA","51-200","Video Games",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
"385","Tableau Software",3.7,"$105k-$147k","Palo Alto","CA","1001-5000","Enterprise Software & Network Solutions",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"386","Frame.io",5,"$53k-$68k","New York","NY","1-50","Enterprise Software & Network Solutions",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"387","WhatsApp",4,"$98k-$138k","Menlo Park","CA","51-200","Computer Hardware & Software",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"388","Hollister Staffing",4,"$74k-$107k","Boston","MA","51-200","Staffing & Outsourcing",0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"389","Johnson & Johnson",4,"$89k-$130k","Titusville","NJ","10000+","Biotech & Pharmaceuticals",1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
"390",NA,4.7,"$102k-$160k","Fort Worth","TX","51-200","Advertising & Marketing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Nissan North America",3.3,"$72k-$111k","Franklin","TN","10000+","Transportation Equipment Manufacturing",1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
"392","WhatsApp",4,"$98k-$138k","Menlo Park","CA","51-200","Computer Hardware & Software",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"393","Towers Watson",3.3,"$73k-$112k","Philadelphia","PA","10000+","Consulting",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"394","Engility Corporation",3.2,"$77k-$116k","Bethesda","MD","10000+","Consulting",0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"395","Orbital Insight",4.9,"$106k-$152k","Mountain View","CA","51-200","Enterprise Software & Network Solutions",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
"396","Altamira Technologies",4.1,"$99k-$147k","Alexandria","VA","201-500","IT Services",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
"397","NVIDIA",4.4,"$125k-$177k","Santa Clara","CA","10000+","Computer Hardware & Software",0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"398","Snapchat",3.9,"$120k-$171k","Los Angeles","CA","1001-5000","Computer Hardware & Software",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0
"399","Activehours",4.7,"$94k-$136k","Palo Alto","CA","1-50","IT Services",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0
"400","Nike",4,"$69k-$102k","Beaverton","OR","10000+","Consumer Products Manufacturing",1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
"401","Onward Search",4.1,NA,"Framingham","MA","51-200","Staffing & Outsourcing",1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
"402","Snap Inc.",3.9,"$120k-$171k","Los Angeles","CA","1001-5000","Computer Hardware & Software",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0
"403",NA,4.5,"$49k-$77k",NA,NA,"51-200","Internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","The Coca-Cola Company",3.5,"$74k-$112k","Atlanta","GA","10000+","Food & Beverage Manufacturing",1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0
"405","VIVA USA",3.8,"$79k-$121k","Irving","TX","51-200","IT Services",1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"406","Wells Fargo",3.5,"$80k-$124k","Minneapolis","MN","10000+",NA,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0
"407","Aquent",4.2,NA,"Chicago","IL","5001-10000","Advertising & Marketing",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"408","ACI Worldwide",3.2,"$103k-$143k","Providence","RI","1001-5000","Computer Hardware & Software",0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
"409",NA,NA,"$98k-$139k","San Francisco","CA","1-50","Computer Hardware & Software",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"410","Kespry Inc.",4.8,"$101k-$142k","Menlo Park","CA","51-200","Computer Hardware & Software",0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"411","Levi Strauss",3.5,"$136k-$191k","San Francisco","CA","10000+","Department, Clothing, & Shoe Stores",1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0
"412","InCadence Strategic Solutions",4.8,"$82k-$124k","Manassas","VA","51-200","IT Services",1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"413","Job Juncture",5,"$64k-$97k","Moline","IL","1001-5000","Staffing & Outsourcing",1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"414","ThinkingAhead",5,NA,"Philadelphia","PA","1-50",NA,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"415","IntraEdge",3.9,"$90k-$140k","New York","NY","501-1000","IT Services",1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"416","Averity",5,NA,"New York","NY","1-50","Staffing & Outsourcing",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"417","SparkCognition",4.9,"$80k-$122k","Austin","TX","51-200","Enterprise Software & Network Solutions",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"418","Ibotta",4.4,"$77k-$111k","Denver","CO","201-500","Computer Hardware & Software",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"419","Johnson & Johnson",4,"$71k-$111k","Titusville","NJ","10000+","Biotech & Pharmaceuticals",1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
"420","CEP America",4.1,"$105k-$150k","Emeryville","CA","1001-5000","Health Care Services & Hospitals",1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
"421","NBA",3.4,"$101k-$153k","New York","NY","1001-5000","Sports & Recreation",1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"422","Lockheed Martin",3.7,"$68k-$104k","Orlando","FL","10000+","Aerospace & Defense",1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"423","Ally Financial",3.2,"$65k-$97k","Jacksonville","FL","5001-10000","Investment Banking & Asset Management",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
"424","CME Group",3.4,"$93k-$139k","Chicago","IL","1001-5000","Brokerage Services",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"425","EMC Insurance",3.4,NA,"Des Moines","IA","1001-5000","Insurance Carriers",1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"426","Visionist, Inc.",5,"$80k-$119k","Columbia","MD","51-200","Enterprise Software & Network Solutions",1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
"427","HelloFresh",3.4,"$62k-$95k","New York","NY","1001-5000","Health, Beauty, & Fitness",1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0
"428","SignalFx",4.9,"$98k-$139k","San Mateo","CA","1-50","Enterprise Software & Network Solutions",1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
"429","Upstart",4.6,"$120k-$179k","San Carlos","CA","51-200","Lending",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"430","Citi",3.6,"$107k-$167k","Long Island City","NY","10000+","Investment Banking & Asset Management",1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
"431","IBM",3.5,"$119k-$169k","San Jose","CA","10000+",NA,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
"432","Johnson & Johnson",4,"$71k-$111k","Titusville","NJ","10000+","Biotech & Pharmaceuticals",1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
"433","Blue State Digital",3.8,"$88k-$136k","New York","NY","51-200","Advertising & Marketing",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"434",NA,3.5,"$58k-$89k","New York","NY","51-200","Music Production & Distribution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Nuance",3.4,"$87k-$128k","Mahwah","NJ","10000+","Computer Hardware & Software",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"436","Johnson & Johnson",4,"$60k-$97k","State College","PA","10000+","Biotech & Pharmaceuticals",1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
"437","Upstart",4.6,"$81k-$124k","San Carlos","CA","51-200","Lending",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"438","2U",3.7,"$71k-$110k","New York","NY","1001-5000","Enterprise Software & Network Solutions",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0
"439","Lorven Technologies",4,"$67k-$103k","Philadelphia","PA","1-50","Accounting",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"440","UTC Aerospace Systems",3.3,"$67k-$103k","Charlotte","NC","10000+","Aerospace & Defense",1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
"441","Uber",4.2,"$74k-$110k","Pittsburgh","PA","10000+","Computer Hardware & Software",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"442","Morgan Lewis",3.4,"$89k-$134k","Philadelphia","PA","1001-5000","Legal",0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"443","Citi",3.6,"$87k-$133k","Wilmington","NC","10000+","Investment Banking & Asset Management",1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1
"444",NA,4.5,"$114k-$166k","New York","NY","201-500","Computer Hardware & Software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",NA,4.1,"$105k-$156k","San Francisco","CA","1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","NBCNEWS.com",3.2,"$141k-$208k","Universal City","CA","201-500","Motion Picture Production & Distribution",0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"447","Posh Consulting",3,"$101k-$143k","Redmond","WA","501-1000","Consulting",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"448","Hollister Staffing",4,"$74k-$107k","Boston","MA","51-200","Staffing & Outsourcing",1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"449","Uber",4.2,"$96k-$123k","San Francisco","CA","10000+","Computer Hardware & Software",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"450","Nissan",3.3,"$101k-$148k","San Jose","CA","10000+","Transportation Equipment Manufacturing",1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
"451","Ocean Media",4.2,"$91k-$142k","Huntington Beach","CA","1-50","TV Broadcast & Cable Networks",1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
"452","CATCH Intelligence",4,"$73k-$114k","Topeka","KS","-1-0",NA,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"453","Fareportal",3.6,"$91k-$138k","New York","NY","1001-5000","Internet",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
"454","Cardinal Solutions",4.2,NA,"Cincinnati","OH","201-500","IT Services",1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"455","Tesco",3.5,"$60k-$96k","Shire","TX","10000+","Grocery Stores & Supermarkets",1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
"456","HelloFresh",3.4,"$62k-$95k","New York","NY","1001-5000","Health, Beauty, & Fitness",1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0
"457","IBM",3.5,"$101k-$146k","Denver","CO","10000+",NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"458","IntraEdge",3.9,"$90k-$140k","New York","NY","501-1000","IT Services",1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"459","NCQA",3.6,"$72k-$111k","Washington","DC","201-500","Health Care Services & Hospitals",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"460","Trident Technical Solutions, LLC",5,"$68k-$110k","Washington","DC","1-50","IT Services",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"461",NA,3.3,NA,"Danbury","CT","51-200","IT Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Ibotta",4.4,"$77k-$111k","Denver","CO","201-500","Computer Hardware & Software",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"463","NVIDIA",4.4,"$125k-$177k","Santa Clara","CA","10000+","Computer Hardware & Software",0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"464",NA,NA,"$97k-$153k","New York","NY","51-200",NA,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"465","SparkCognition",4.9,"$80k-$122k","Austin","TX","51-200","Enterprise Software & Network Solutions",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"466","Aquent",4.2,NA,"Chicago","IL","5001-10000","Advertising & Marketing",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"467","CEP America",4.1,"$105k-$150k","Emeryville","CA","1001-5000","Health Care Services & Hospitals",1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
"468","The Zappos Family",3.9,"$71k-$105k","Las Vegas","NV","1001-5000","Department, Clothing, & Shoe Stores",0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
"469","Sage",2.9,"$97k-$137k","San Francisco","CA","10000+","Computer Hardware & Software",0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
"470","Levi Strauss",3.5,"$136k-$191k","San Francisco","CA","10000+","Department, Clothing, & Shoe Stores",1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0
"471","BAE Systems",3.4,"$79k-$119k","Washington","DC","10000+","Aerospace & Defense",0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
"472",NA,NA,"$98k-$139k","San Francisco","CA","1-50","Computer Hardware & Software",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"473","NBS",2.7,"$89k-$142k","East Hanover","NJ","1-50","Financial Analytics & Research",1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
"474","STRATIM",4.5,"$105k-$156k","San Francisco","CA","1-50","Transportation Management",1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"475","Red Ventures",3,"$63k-$97k","Charlotte","NC","1001-5000","Advertising & Marketing",0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"476","BAE Systems",3.4,"$84k-$127k","Aurora","CO","10000+","Aerospace & Defense",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"477","BAE Systems",3.4,"$84k-$127k","Aurora","CO","10000+","Aerospace & Defense",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"478","Wells Fargo",3.5,"$80k-$124k","Minneapolis","MN","10000+",NA,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0
"479","Hired by Matrix, Inc.",4.4,NA,"Union","NJ","201-500","Staffing & Outsourcing",1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
"480","BAE Systems",3.4,"$79k-$119k","Reston","VA","10000+","Aerospace & Defense",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"481","Avanade",3.6,"$97k-$144k","Hartford","CT","10000+","IT Services",1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
"482","Dstillery",4.2,"$115k-$166k","New York","NY","1-50","Advertising & Marketing",1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
"483","Sovrn",3.1,"$102k-$144k","Boulder","CO","51-200","Publishing",0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"484","Oscar Insurance",3.7,"$120k-$176k","New York","NY","201-500","Insurance Agencies & Brokerages",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
"485","Air Liquide",3.4,"$91k-$138k","Newark","DE","10000+","Chemical Manufacturing",1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0
"486","Robert Half Technology",2.9,"$74k-$118k","Horsham","PA","10000+","Staffing & Outsourcing",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"487","Opendoor",4.7,"$138k-$193k","San Francisco","CA","201-500","Real Estate",0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"488","Cambia",3.2,"$116k-$172k","Portland","OR","5001-10000","Health Care Services & Hospitals",1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
"489","Payette Group",4.6,"$98k-$139k","San Francisco","CA","1-50","Advertising & Marketing",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"490","Etsy",3.4,"$130k-$181k","San Francisco","CA","1001-5000","Other Retail Stores",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"491","Chubb Corp",3.2,"$113k-$171k","Whitehouse Station","NJ","10000+","Insurance Carriers",1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
"492","Johns Hopkins University Applied Physics Laboratory",4.3,"$81k-$121k","Laurel","MD","5001-10000","Aerospace & Defense",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"493","Voith",3.1,"$87k-$130k","Raleigh","NC","10000+","Industrial Manufacturing",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
"494","University of Pittsburgh",4.1,"$45k-$74k","Pittsburgh","PA","10000+","Colleges & Universities",0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"495","Principle Solutions Group",4.2,NA,"Charlotte","NC","501-1000","Staffing & Outsourcing",1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"496","Booz Allen Hamilton Inc.",3.7,"$74k-$114k","Saint Louis","MO","10000+","Consulting",1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0
"497","Spring Venture Group",4.4,"$61k-$88k","Kansas City","MO","201-500","Insurance Carriers",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"498","View, Inc.",3.4,"$134k-$191k","San Jose","CA","51-200","Consumer Products Manufacturing",1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
"499","Radius Intelligence",4,"$124k-$173k","San Francisco","CA","51-200","Enterprise Software & Network Solutions",1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
"500","Cloutera",5,"$93k-$142k","Seattle","WA","1-50","Consulting",1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
